player,team,attempts,total_psv,actual_shot_xg
G. Nauber,Go Ahead Eagles,7,0.12426366645731214,0.07782100886106491
R. Bozinovski,Heracles Almelo,5,0.12340627449328215,0.0
A. Pléa,PSV Eindhoven,3,0.12281187507300603,0.035307515412569046
R. Owusu-Oduro,Alkmaar Zaanstreek,14,0.12187121846576869,0.11990950256586075
J. Seedorf,SC Telstar,5,0.12092817971258285,0.3301234394311905
W. Bouziane,Alkmaar Zaanstreek,5,0.1183905883410637,0.3114982917904854
M. Zonneveld,SC Telstar,4,0.11783753884850104,0.0
J. Willems,Nijmegen Eendracht Combinatie,6,0.115768430127883,0.0
B. Nuytinck,Nijmegen Eendracht Combinatie,6,0.11349769941584288,0.0
A. Obispo,PSV Eindhoven,7,0.1105348822275033,0.0
N. Viergever,FC Utrecht,7,0.1103396881408302,0.0
G. van Zwam,Go Ahead Eagles,8,0.10977071833683903,0.05756358802318573
G. Reiziger,PEC Zwolle,4,0.10689696890291689,0.0
Yarek Gąsiorowski,PSV Eindhoven,8,0.10460081850143278,0.05756358802318573
M. Tielemans,SBV Excelsior,3,0.10352565200958425,0.03790983557701111
Iván Márquez,Fortuna Sittard,7,0.10289433583695368,0.0
T. de Graaff,PEC Zwolle,11,0.10216903495170909,0.0
M. Kovář,PSV Eindhoven,11,0.10131429159591342,0.03790983557701111
T. Buitink,PEC Zwolle,3,0.09780570242116772,0.0
N. Emeran,FC Groningen,4,0.0971538004340303,0.0
B. Kuipers,FC Twente,4,0.09595168662755088,0.2749549001455307
M. Zonneveld,Sparta Rotterdam,3,0.09518041676221241,0.3454349488019943
S. Maikuma,Alkmaar Zaanstreek,3,0.0900282075289524,0.0
E. Mahmutović,NAC Breda,4,0.08804303769731785,0.0
M. van Bergen,FC Twente,3,0.08664973578717687,0.0
M. Carrizo,AFC Ajax,2,0.08554381368358385,0.13627992570400238
J. de Guzmán,Sparta Rotterdam,4,0.0842526761712838,0.0
V. Barkas,FC Utrecht,8,0.08417565204811797,0.0
N. Hopland,SC Heerenveen,3,0.08249503093503899,0.21265378594398499
A. van Axel Dongen,SC Heerenveen,4,0.08125671082644911,0.0
O. Zinchenko,AFC Ajax,4,0.07999374988517279,0.04280821979045868
T. Jansink,Heracles Almelo,8,0.07921137427838594,0.0
E. Demircan,FC Utrecht,4,0.07734079001777601,0.0
B. Traoré,AFC Ajax,2,0.07563309844057825,0.0
A. Halilović,Fortuna Sittard,2,0.0702792893517798,0.45614033937454224
G. Alders,AFC Ajax,2,0.06921941306139202,0.0
S. Adewoye,Fortuna Sittard,6,0.06770035537878322,0.0
M. Boadu,PSV Eindhoven,2,0.06548132605123769,0.905384615957737
N. Courtens,SC Heerenveen,2,0.06519469692731372,0.0
S. Middendorp,SBV Excelsior,5,0.0627718014777104,0.0
L. Smans,SC Heerenveen,2,0.062402277418800514,0.0
Houboulang Mendes,Fortuna Sittard,3,0.06114147311900253,0.0
S. van Persie,Feyenoord Rotterdam,2,0.05821783752971515,0.3655914068222046
G. Trauner,Feyenoord Rotterdam,3,0.05690796072620302,0.0
R. Pasveer,Heracles Almelo,6,0.05390396992644021,0.11990950256586075
A. Bouwman,AFC Ajax,2,0.05387473010757747,0.0
L. Koopmans,Fortuna Sittard,6,0.05369812900618625,0.0
S. Blokhuis,Heracles Almelo,2,0.05326428703890693,0.0
M. Eerdhuijzen,FC Utrecht,4,0.05150492264040246,0.0
J. Pereira da Gama,PEC Zwolle,2,0.049081390281485865,0.0
R. Kroeze,PEC Zwolle,2,0.046607536830234816,0.0
L. Zeefuik,Alkmaar Zaanstreek,3,0.04480961965195147,0.0
R. Ichihara,Alkmaar Zaanstreek,2,0.04480859839912668,0.0
J. Hornkamp,Alkmaar Zaanstreek,2,0.044256284531065344,0.05756358802318573
R. Oudsten,SC Telstar,2,0.04400058842085075,0.0
D. Bisschops,Fortuna Sittard,2,0.04302633331357909,0.0
D. Kwakman,Alkmaar Zaanstreek,2,0.042676396302431883,0.09298998862504959
Z. Buurmeester,Alkmaar Zaanstreek,2,0.04239799442649832,0.09298998862504959
J. Rijssel,SC Heerenveen,1,0.04132400824370831,0.0
P. Reulen,NAC Breda,2,0.04115944921292568,0.0
D. Bielica,NAC Breda,4,0.040395502549136056,0.0
N. Þórisson,Sparta Rotterdam,1,0.039951843931774686,0.0
J. Plug,Feyenoord Rotterdam,2,0.039114428398886805,0.0
S. Sigurðarson,Go Ahead Eagles,2,0.039049141574154525,0.0
L. Unnerstall,FC Twente,4,0.0344099644289834,0.0
M. Hamdaoui,SC Telstar,1,0.032359143610179227,0.09298998862504959
J. McConnell,AFC Ajax,2,0.02996555454229724,0.0
F. de Keijzer,Heracles Almelo,3,0.028993189704352662,0.0
R. Steur,FC Volendam,3,0.02633545512881371,0.0
H. Jurjus,FC Groningen,3,0.025709887645160995,0.0
K. Wong-A-Soij,FC Volendam,1,0.025628317658576878,0.0
M. Hoekstra,FC Groningen,1,0.024566919051221277,0.0
D. Konadu,AFC Ajax,1,0.023832508601918264,0.0
Yoon Do-Young,SBV Excelsior,1,0.02315434921368826,0.0
T. Tomiyasu,AFC Ajax,1,0.0224179914003408,0.0
B. Kovács,Alkmaar Zaanstreek,1,0.022283353602749217,0.0
N. Schiks,PSV Eindhoven,2,0.021967787834634024,0.0
R. Weijenberg,Go Ahead Eagles,1,0.02120747620944476,0.0
N. Ohio,FC Utrecht,1,0.021096712886781502,0.0
S. de Laat,Nijmegen Eendracht Combinatie,1,0.0203180084928983,0.0
S. Hagedoorn,SC Telstar,1,0.02022101888540343,0.09298998862504959
M. Paes,AFC Ajax,2,0.02003741763957842,0.0
L. Vennegoor of Hesselink,FC Twente,1,0.020001324778082766,0.0
E. Waayers,Go Ahead Eagles,1,0.019733476435986014,0.05756358802318573
S. Bastien,Fortuna Sittard,1,0.019102653610992854,0.0
T. Hamamioglu,Heracles Almelo,1,0.018369066997117444,0.0
D. Versluis,NAC Breda,1,0.017188785291811372,0.0
J. Zoet,Alkmaar Zaanstreek,2,0.017084247796219476,0.3711583912372589
I. Ahmed,SC Heerenveen,1,0.016605262349042308,0.0
C. Staring,NAC Breda,1,0.01625921231486639,0.0
J. Cillessen,Nijmegen Eendracht Combinatie,1,0.012952358528323228,0.0
C. Raatsie,SBV Excelsior,1,0.012160918719431323,0.0
I. Hansen-Aarøen,Nijmegen Eendracht Combinatie,1,0.011697765598477135,0.0
P. Nash,AFC Ajax,1,0.010529472136943736,0.0
A. Noppert,SC Heerenveen,1,0.010384858697662891,0.0
R. Pasveer,AFC Ajax,1,0.010047088399216789,0.0
D. Verduin,PEC Zwolle,1,0.009747834433850366,0.0
T. Schenkhuizen,Fortuna Sittard,1,0.009568012003627622,0.0
K. Lamprou,NAC Breda,1,0.00921181526529759,0.0
V. Jaroš,AFC Ajax,1,0.008643342653521114,0.0
R. Janse,Nijmegen Eendracht Combinatie,1,0.008643342653521114,0.0
D. Reiziger,SC Telstar,1,0.008643342653521114,0.0
N. Olij,PSV Eindhoven,1,0.00850189036600734,0.0
